Id,Transaction ID,Customer ID,Transaction Amount,Transaction Date,Payment Method,Product Category,Quantity,Customer Age,Customer Location,Device Used,IP Address,Shipping Address,Billing Address,Is Fraudulent,Account Age Days,Transaction Hour
869,d8c3dd99-a11f-4e3f-a775-04fe95682e31,dc7c6e26-8c86-42f9-8267-08482ee774b0,49.46,20-03-2024 07:35,debit card,home & garden,4,29,Lake Carolynland,mobile,116.0.120.173,"3286 Page Lane Apt. 700
Gaytown, PA 29819","3286 Page Lane Apt. 700
Gaytown, PA 29819",0,12,7
870,d5c9d572-4d78-4da8-900c-7a8c33ec7735,3ed0f799-f234-4d94-b8ee-60eaf616c22a,670.51,03-04-2024 05:08,bank transfer,clothing,1,40,Haroldburgh,tablet,1.223.16.180,"49741 Bradley Forges Suite 581
East Michael, OK 09776","49741 Bradley Forges Suite 581
East Michael, OK 09776",0,241,5
871,354743e4-6d92-4654-a6da-16ded7744bb3,08432639-cf43-438e-8b3d-dbedc4efd4b5,77,06-03-2024 12:11,PayPal,health & beauty,4,28,Shepherdton,desktop,52.208.53.109,"837 Lauren Vista
Lake Caitlin, IA 52299","837 Lauren Vista
Lake Caitlin, IA 52299",0,131,12
872,c689cb5e-6bfd-4720-a976-fa14d24589bf,b9a2f613-9f4c-47df-ae08-7ed9f584d2c2,467.45,28-02-2024 00:31,credit card,health & beauty,4,44,East Kevin,desktop,55.112.71.161,"USCGC Gordon
FPO AP 60537","USCGC Gordon
FPO AP 60537",0,54,0
873,6c204b3c-b395-40ea-b11e-760d5a0e3579,5d8c9975-f7ae-4c03-b6a9-486cd4e49d03,355.73,31-03-2024 09:49,PayPal,home & garden,5,34,Marystad,desktop,188.181.1.15,"6509 Amanda Islands
Lake Josephhaven, PA 73848","6509 Amanda Islands
Lake Josephhaven, PA 73848",0,345,9
874,e74ed6f4-62ca-4ddb-b07d-d25c823f74a8,c9ff92ef-adc1-4adf-a937-c9ab8e98415f,394.83,02-01-2024 09:19,debit card,electronics,5,49,Smithbury,mobile,104.115.235.17,"846 Fisher Green
Christopherton, ID 61010","846 Fisher Green
Christopherton, ID 61010",0,166,9
875,e4be9fb3-cf6b-47ce-abaa-f18e450b362b,ebe36189-a1de-473f-9f21-b67608bb280f,388.15,08-01-2024 16:41,credit card,electronics,1,22,Port Craigchester,tablet,158.42.37.111,"02635 Lane Mission
Lake Kimberlytown, WV 87635","02635 Lane Mission
Lake Kimberlytown, WV 87635",0,12,16
876,c1b8c3e9-540d-421a-ae2b-730ceaac1270,b357635d-0a8c-4e6a-a41e-97c18908e6d6,61.65,08-03-2024 17:45,PayPal,electronics,1,24,Jaredfort,tablet,200.103.187.96,"856 Montgomery Haven
Kathleentown, NV 60490","38325 Matthew Mountains Apt. 069
Lake Allison, PW 44467",0,338,17
877,299fabcc-afd5-42fe-84bc-adb10f63856b,d1fb8fc5-7e84-4432-b606-be35b56481ab,218.86,15-02-2024 20:00,debit card,home & garden,5,29,Johnsonshire,desktop,101.27.95.113,"776 Thomas Circle Apt. 292
North Patrick, DE 25176","776 Thomas Circle Apt. 292
North Patrick, DE 25176",0,260,20
878,528e37e5-a9e5-4030-9cb5-e5bcb7eaae8f,813cd1a9-ef2e-4b9e-b7d4-049213c389d7,127.91,11-02-2024 03:15,debit card,home & garden,3,16,Jacobsontown,tablet,77.211.96.30,"4802 Stephen Green
Port Timview, VT 43120","4802 Stephen Green
Port Timview, VT 43120",0,202,3
879,19c29ac1-565e-4397-b595-9f68bb761925,65e348c5-f98f-49a1-aa37-93f3cbf2465a,43.19,01-04-2024 02:31,PayPal,home & garden,5,45,South Matthew,mobile,7.144.250.206,"7942 Lauren Overpass Suite 853
Cooperchester, OH 26246","7942 Lauren Overpass Suite 853
Cooperchester, OH 26246",0,168,2
880,7a147640-e978-4c0e-b030-d1317e164e0e,39db53ab-7bc3-44ca-a6e2-2ecf4c383a1f,207.26,23-03-2024 17:17,debit card,home & garden,5,45,Theodorefurt,mobile,180.118.168.248,"62105 Cole Fields Apt. 972
Morrowland, TX 24582","62105 Cole Fields Apt. 972
Morrowland, TX 24582",0,33,17
881,e0cad18a-825c-4e59-8512-39a4c6efff32,7cad6ce3-e5c1-429f-89d0-4b05f3f60ade,489.67,22-03-2024 07:10,bank transfer,clothing,2,23,Port Shirley,tablet,177.113.228.195,"870 David Forge
Dodsonhaven, MO 63524","870 David Forge
Dodsonhaven, MO 63524",0,145,7
882,2fac457c-5ea2-4dbb-8ccd-27912f29b5e7,d7932ffa-5f19-447d-b060-b52123971983,1621.05,03-01-2024 11:52,PayPal,home & garden,5,44,New Andrewburgh,desktop,7.196.103.124,"69689 Janice Knoll Suite 911
South Paul, ID 79290","69689 Janice Knoll Suite 911
South Paul, ID 79290",1,17,5
883,aead73c8-efe7-4884-9b9b-ccdfcd889b0c,d49ab03f-c98f-4be7-930d-d1ca9befcfa3,58.63,31-01-2024 12:41,PayPal,toys & games,2,35,Port Markview,tablet,200.8.93.215,"5648 Heather Corners
Lake Melissachester, ID 03262","415 Brown Spurs Suite 290
Lake Johnborough, WV 32930",0,262,12
884,000b9e61-51dc-44e8-9d3d-f4e2be05d90d,76bc0536-eb05-4a6a-b5bd-63e595f67843,54.11,08-02-2024 10:46,credit card,health & beauty,4,14,West Jennifer,tablet,194.150.227.113,"USNV Torres
FPO AP 16297","USNV Torres
FPO AP 16297",0,334,10
885,ff2467d7-d149-4161-8b7e-db8eb8232bfd,0d6ba2dd-67d3-491f-a91f-092a018692fd,37.68,20-02-2024 17:54,PayPal,electronics,3,22,Walterstown,mobile,79.230.189.17,"3064 Troy Drive Suite 239
East Nicholas, ND 04030","3064 Troy Drive Suite 239
East Nicholas, ND 04030",0,297,17
886,6ee2c082-928a-4331-9450-e1b0e8d00296,304a0389-ada8-4b84-af97-7a315f59f66e,632.98,26-03-2024 21:37,PayPal,electronics,3,46,East Seanburgh,mobile,59.44.176.212,"USNS Wilson
FPO AA 44716","USNS Wilson
FPO AA 44716",0,353,21
887,0958749c-2209-4197-8360-89dd117d3fbe,69a13e69-26b0-4a34-a708-a862c7803e85,36.42,18-01-2024 21:07,debit card,health & beauty,3,28,East Allisonfurt,desktop,7.119.73.26,"482 Alexandra Mount
East Alicia, NM 60035","482 Alexandra Mount
East Alicia, NM 60035",0,26,21
888,03545951-0dc4-4f89-902a-8067b8149b30,c25f40f1-404d-445c-a580-836f68d70191,66.03,29-01-2024 23:56,credit card,electronics,3,17,New Robin,mobile,117.252.70.161,"Unit 8457 Box 4532
DPO AP 96431","Unit 8457 Box 4532
DPO AP 96431",0,154,23
889,8de1a4d2-4818-45fd-933b-c6c484cd73ae,4af7781e-7903-417a-813e-c3eaff793953,273.93,28-03-2024 03:12,debit card,home & garden,5,49,East Jennifer,mobile,61.5.49.176,"PSC 8512, Box 6091
APO AE 35260","PSC 8512, Box 6091
APO AE 35260",0,311,3
890,053aa8a5-fc67-4901-a00d-638ca9227905,68157c16-12aa-44e1-bb65-599aa9967daa,37.21,02-03-2024 03:37,debit card,home & garden,2,28,Ashleyshire,tablet,112.171.134.167,"81251 Franklin Lights
Robertbury, HI 09049","81251 Franklin Lights
Robertbury, HI 09049",0,103,3
891,3b9d668f-737d-498d-b1e4-e89434f3a8cd,7daee572-7049-41cf-921f-9208b63b6f4c,73.66,12-02-2024 23:56,bank transfer,electronics,2,37,South Cameron,tablet,207.96.124.116,"Unit 1747 Box 7781
DPO AE 09099","5768 Vasquez Rapids
Brewershire, WY 47881",0,226,23
892,aaf45b50-8d2e-4e31-8d1f-dd9f628c305d,e638cf05-a733-49b5-b8f8-f82830fc50c0,62.7,02-02-2024 01:13,credit card,health & beauty,4,20,North Theresa,mobile,34.133.186.71,"07247 Gina Canyon Suite 963
Lake Timothyfurt, OK 26864","07247 Gina Canyon Suite 963
Lake Timothyfurt, OK 26864",0,191,1
893,10bd44b3-bd07-47e9-96c3-e78ee3420d4d,2fe27470-afcb-4c2e-923a-bed2f2167cdf,19.65,17-01-2024 16:10,bank transfer,clothing,4,26,Port Patricia,mobile,172.197.64.135,"6278 Peterson Lodge
Shelleymouth, AR 26862","6278 Peterson Lodge
Shelleymouth, AR 26862",0,11,16
894,59606d3c-f14c-4870-a1db-8d3068ec3014,589b9b92-4d83-4691-b4ca-f2c215cb6563,52.12,02-01-2024 16:10,debit card,electronics,4,41,West Lauratown,desktop,41.91.2.244,"14211 Perez Plains
Adkinsview, NV 60040","14211 Perez Plains
Adkinsview, NV 60040",0,196,16
895,fd9ff502-31ef-4929-b48c-a0e64bfef479,67f8e32f-6e29-40a3-ba11-97e3022c25b1,304.72,07-03-2024 04:02,debit card,health & beauty,3,36,Montoyashire,desktop,136.74.210.47,"11382 Tina Rapids Apt. 477
Hullchester, MT 97659","11382 Tina Rapids Apt. 477
Hullchester, MT 97659",0,345,4
896,267e96b8-477a-4761-b14a-c60366df9732,8db50b03-6030-4bcb-a5a5-00279cf66e34,312.96,26-03-2024 10:42,bank transfer,home & garden,4,56,Turnerfort,tablet,32.55.201.140,"USNS Clark
FPO AA 25819","USNS Clark
FPO AA 25819",0,96,10
897,8003db6b-d1ac-4bd4-9efb-72093196dc9a,5bf3f356-bebd-488a-be28-80eaf027976c,25.58,21-03-2024 05:23,debit card,home & garden,4,38,Jameston,desktop,150.218.48.182,"41600 Thomas Stravenue Apt. 398
South Alexchester, KY 57739","41600 Thomas Stravenue Apt. 398
South Alexchester, KY 57739",0,115,5
898,d8a2064a-affa-4ea3-aab5-071c7a6f1f3f,e91a9191-c554-43bd-8668-156edc048374,1047.85,04-03-2024 03:44,PayPal,toys & games,4,26,Williamshire,mobile,54.87.145.68,"7680 Harris Drive
Victorton, NC 27042","7680 Harris Drive
Victorton, NC 27042",1,4,2
899,8297861b-7879-49e7-8ee0-294194b98b26,a864c675-fbe3-455d-b5ef-b7fd7330f80d,865.85,21-03-2024 12:14,bank transfer,electronics,3,34,Mariamouth,mobile,36.240.62.135,"013 Hodges Island Apt. 375
Francesside, AL 18778","013 Hodges Island Apt. 375
Francesside, AL 18778",0,180,12
900,00e1394c-9fe1-4bb6-a80f-9ea54acafda7,05a19025-59fe-45f1-a23b-3b3d38444dc3,38.87,21-01-2024 04:06,bank transfer,electronics,3,36,Ericmouth,desktop,173.162.51.19,"35173 Walker Lock Apt. 411
Caseside, SD 73217","35173 Walker Lock Apt. 411
Caseside, SD 73217",0,12,4
901,a253bad8-bd60-4572-8f0a-ba7476d1ec93,7099126f-203f-47ba-abc7-e563af780d2f,192.92,02-01-2024 02:34,credit card,clothing,2,34,Youngport,desktop,6.164.59.130,"39500 Jeffrey Haven
Lake Aprilshire, TN 68424","39500 Jeffrey Haven
Lake Aprilshire, TN 68424",0,311,2
902,044cdbfa-cd99-49e5-a997-c82fe07f6f76,130cc41b-d827-40b8-945c-8cabf174c6d8,131.24,02-02-2024 22:16,credit card,home & garden,4,37,Frankchester,desktop,90.248.22.35,"50666 Michelle Estate
Rosetown, MT 81926","50666 Michelle Estate
Rosetown, MT 81926",0,133,22
903,86d8ed12-6969-46ea-afb2-5f193e1a4928,c3500f3a-7880-4e6d-826a-0987f18143df,189.41,12-02-2024 07:22,credit card,toys & games,1,38,Fernandezborough,desktop,7.192.55.106,"12481 Wilson Court
North Natalie, WV 49064","12481 Wilson Court
North Natalie, WV 49064",0,233,7
904,87331715-8c54-49ad-b6ef-e2ed208819c7,139f8ab9-57dd-4fe1-a6b2-0cacc0b037f3,22.09,29-01-2024 07:53,credit card,toys & games,4,40,Amberfort,tablet,45.129.191.226,"044 Tonya Valley Apt. 404
North Stevenstad, IN 07431","044 Tonya Valley Apt. 404
North Stevenstad, IN 07431",0,309,7
905,08c08895-62da-46cb-aaa7-4d7f63988da4,0e08ce67-6807-4c2c-80a1-dd3ed2dc0d77,148.08,13-02-2024 10:21,debit card,clothing,3,34,East Ian,desktop,169.184.126.58,"78426 Grant Parkways Suite 011
Davidborough, MS 10696","78426 Grant Parkways Suite 011
Davidborough, MS 10696",0,271,10
906,fb4545fc-dccd-4a23-a8f8-bd44de840b50,111effaf-a60b-4589-b562-18c70f0297e2,264.48,04-04-2024 22:56,bank transfer,toys & games,4,18,East Krystal,tablet,56.90.58.3,"356 Kevin Crossing Suite 690
Lake Taylorberg, WI 64131","356 Kevin Crossing Suite 690
Lake Taylorberg, WI 64131",0,69,22
907,bc488ed3-d734-4f7b-97d6-4fe76f9844f8,471dcc63-7d80-41c1-8742-64c8482e216c,162.53,06-04-2024 01:41,debit card,health & beauty,3,33,North Jamesport,mobile,222.93.219.4,"9264 William Extensions Apt. 878
Amyfort, KS 31972","9264 William Extensions Apt. 878
Amyfort, KS 31972",0,360,1
908,11d42856-17f3-4e7e-8cf4-ce1c61c51de7,9338fda8-42a7-4510-9610-e0527e959eb0,251.53,01-02-2024 23:57,PayPal,health & beauty,2,24,Blackmouth,desktop,144.234.20.6,"1874 Susan Branch
North Ericmouth, ME 47070","1874 Susan Branch
North Ericmouth, ME 47070",0,273,23
909,b266e7d9-75c6-4afd-9211-d3426da71824,1e4cf530-9a86-4cb5-8c9e-662b6fe503f6,118.72,12-02-2024 20:09,credit card,clothing,2,42,Coxfurt,mobile,193.184.36.212,"0649 Wesley Bypass Suite 430
East Zacharyside, OK 76531","0649 Wesley Bypass Suite 430
East Zacharyside, OK 76531",0,179,20
910,5e272226-6daa-449c-b904-073a9b806a9b,a18e3d98-79a2-4a00-aae6-240bed34a9fe,177.34,05-02-2024 05:18,PayPal,electronics,1,39,Bradleyberg,desktop,3.129.112.76,"1005 Hernandez Rapids
New Jose, VA 32013","1005 Hernandez Rapids
New Jose, VA 32013",0,212,5
911,c9f7f0dd-674c-4804-a231-b370a139a2ab,845a5d26-a688-4176-8088-c54f851a4bc6,88.99,01-02-2024 22:20,credit card,health & beauty,2,33,Lawsonburgh,mobile,174.91.40.204,"19807 Henry Light Apt. 691
East Craig, CA 21136","19807 Henry Light Apt. 691
East Craig, CA 21136",0,44,22
912,4194821e-0458-40bf-b7d5-05de5844386c,cb1a44ce-fdff-4634-813b-9a5d4e11fcff,295.61,07-03-2024 17:11,PayPal,health & beauty,1,32,East Rose,tablet,85.255.244.232,"0894 Jones Wall Suite 592
Port Davidport, WI 85491","0894 Jones Wall Suite 592
Port Davidport, WI 85491",0,137,17
913,c629c0fd-33d6-4ea6-b79b-bbc3b346e1be,94fcea5d-aaeb-4627-97d6-8178e90d0344,497.3,14-03-2024 13:15,PayPal,clothing,5,56,Jamesborough,tablet,2.29.30.44,"732 Wagner River
Lake Keithview, FL 93303","732 Wagner River
Lake Keithview, FL 93303",0,149,13
914,24364f2f-4cc5-4bb1-90a3-2cb3d3c65af0,d3aa5458-5111-457c-95a5-39a5d7fa3a71,55.22,27-01-2024 04:46,debit card,home & garden,3,34,North Ernest,tablet,219.134.205.65,"512 Jesse Pike
Thompsonland, UT 57301","512 Jesse Pike
Thompsonland, UT 57301",0,213,4
915,db6a1ac4-f7e7-4813-8384-d8ff32bc8a7f,c6bd4aea-c439-4b05-9f37-c4b673db1bd1,131.34,09-01-2024 07:14,credit card,toys & games,3,23,Coffeyton,tablet,211.205.137.234,"7436 Davis Knoll
Port Hectorbury, CA 36825","52758 Orozco Rest Apt. 181
South Paula, WA 73392",0,224,7
916,6fd72abb-0a5b-43b2-ae3d-0dbf4c8c6f37,531b5335-0546-44aa-a8b9-6f43c3ac2bca,321.33,04-03-2024 21:25,PayPal,electronics,1,23,Alisontown,tablet,59.147.221.115,"8432 Amanda Alley
Andersonburgh, PR 43077","8432 Amanda Alley
Andersonburgh, PR 43077",0,364,21
917,801ce8d3-0366-47f4-a1ad-c2ace744d817,3c3dab9c-a84a-4b05-902e-650ee266dfdc,308.92,24-03-2024 17:05,credit card,home & garden,3,44,Kellyborough,desktop,57.15.120.240,"122 James Stravenue Apt. 451
South Christinemouth, NY 86005","122 James Stravenue Apt. 451
South Christinemouth, NY 86005",0,52,17
918,0e30b2f6-0f96-4a11-ba8b-96113fd99b96,c70c0db1-2d93-443c-925c-f290240c3d36,130.83,02-01-2024 08:54,PayPal,toys & games,1,44,North Thomasbury,desktop,60.191.166.250,"0541 Elizabeth Islands
Derrickhaven, OK 50791","0541 Elizabeth Islands
Derrickhaven, OK 50791",0,328,8
919,d11adfe5-6af5-4f5c-b843-45b0eb452157,aa06c34b-1b3a-44c4-abb6-c385b038f25e,59.24,27-03-2024 11:49,credit card,health & beauty,3,44,Lisafurt,mobile,95.199.87.33,"10909 Joseph Ridge Apt. 139
South Justin, CT 89545","10909 Joseph Ridge Apt. 139
South Justin, CT 89545",0,333,11
920,60b3c7ca-95d7-45b9-bed1-d7f4bc8d28be,00dae667-deee-4430-b529-475040937420,195.43,16-03-2024 00:20,bank transfer,toys & games,4,44,Lake Jasonbury,tablet,83.232.201.37,"015 White Flats Suite 642
North Michael, MD 18938","015 White Flats Suite 642
North Michael, MD 18938",0,15,0
921,949a20f5-ad6f-48ac-acc5-70867bfd51ce,120dffef-ecbb-4a89-8212-fd2cd2382092,91.27,05-01-2024 20:53,bank transfer,clothing,5,38,Tiffanyfurt,desktop,183.35.103.66,"78620 Jacqueline Crossing
South Alice, SD 66334","78620 Jacqueline Crossing
South Alice, SD 66334",0,76,20
922,a5a75dcc-3e1c-4204-9dc2-b08ee3b3ba6e,04bd675d-e715-46bf-aae3-f5ad727cd506,130.79,21-02-2024 10:01,bank transfer,toys & games,1,36,Jodyshire,mobile,113.208.85.59,"9338 Anne Inlet Suite 067
Philipburgh, MP 85848","9338 Anne Inlet Suite 067
Philipburgh, MP 85848",0,62,10
923,0ecc8f25-82a1-45bb-95d6-320e7117b87e,cab015e6-13dc-4726-bc1f-180839640343,353.66,07-02-2024 18:10,PayPal,toys & games,4,50,West Patrick,tablet,65.234.142.134,"81174 Petersen Brook
West Justin, NE 51059","81174 Petersen Brook
West Justin, NE 51059",0,68,18
924,b580a0b5-d07b-4cc8-8d01-6a742c3ae07f,6df2c1ae-c9ad-40da-8eb3-e5c30253870c,131.34,22-03-2024 02:48,credit card,toys & games,3,17,Garciaport,tablet,142.125.141.180,"04100 Livingston Trafficway Apt. 465
Lake Rebeccaberg, CO 62203","04100 Livingston Trafficway Apt. 465
Lake Rebeccaberg, CO 62203",0,337,2
925,879df772-d3c6-407b-ad68-52cff81b4d3a,1584a1b1-e3f7-44ad-b19f-fb32f3b203ac,119.04,14-01-2024 05:32,bank transfer,clothing,3,48,East Andres,mobile,21.117.62.218,"66459 Graves Fort
Port Michael, OR 69253","66459 Graves Fort
Port Michael, OR 69253",0,260,5
926,3fa8e706-45d2-4522-8f08-05398860d770,96625db9-7268-452d-bd69-147e7bf5df57,204.87,15-01-2024 13:06,debit card,home & garden,2,22,Lake Kevin,tablet,211.251.180.199,"87018 Cameron Pines
South Christieland, NJ 87390","801 Walters Inlet Apt. 498
Port Jaredhaven, WY 67405",0,11,13
927,1523a418-13e4-4c0e-ba25-b9157380780a,019eef87-7116-4a66-ae7c-e20597d7d320,50.91,24-01-2024 09:16,bank transfer,clothing,4,29,Christophermouth,mobile,15.158.53.57,"1000 Lee Ferry Suite 825
North Sarahmouth, WI 58497","1000 Lee Ferry Suite 825
North Sarahmouth, WI 58497",0,306,9
928,6eb7ca67-c187-4581-be49-e610164c3c0f,8ed8f206-2ea7-485e-b667-842a890420f6,35.22,18-03-2024 21:40,bank transfer,toys & games,5,35,Port Johnnymouth,desktop,55.238.22.83,"53683 Connie Forges Suite 444
East Lauriefort, MN 43002","53683 Connie Forges Suite 444
East Lauriefort, MN 43002",0,97,21
929,f7962175-33a7-4fe9-b493-1d286a919afb,351c75a9-e793-4c26-b502-3f593a61a144,28.3,09-03-2024 10:44,debit card,clothing,3,37,South Joseph,tablet,147.42.23.41,"510 Price Curve
Cassandraland, LA 05114","510 Price Curve
Cassandraland, LA 05114",0,316,10
930,031287b1-0b3c-40e9-bad2-920de8ad6316,09e97a5e-2821-4d35-b48f-4bd910e92598,168.49,10-01-2024 16:51,credit card,electronics,3,29,New Emily,mobile,89.5.173.214,"128 William Estate
Guzmanstad, ME 44801","128 William Estate
Guzmanstad, ME 44801",0,42,16
931,098e7dfc-4751-4cfb-bda7-c7ffdc51e2ec,d9d77dd4-8029-4041-a340-8b53f9a04f76,109.66,07-04-2024 07:54,bank transfer,home & garden,3,13,Rayhaven,tablet,30.102.68.250,"32267 Amy Walk Suite 163
South Michael, PR 65372","32267 Amy Walk Suite 163
South Michael, PR 65372",0,168,7
932,077bc5a2-76a3-4572-b4b4-b2429b852df9,4308efef-560c-4651-9d2b-80f7238ce6ef,137.25,27-03-2024 08:08,PayPal,electronics,5,43,Phillipshaven,desktop,27.54.126.120,"71384 Michelle Throughway
Kelliport, MD 07172","71384 Michelle Throughway
Kelliport, MD 07172",0,144,8
933,2b0744f4-aa6b-4a58-97d8-9a7a6bcd96ed,fba1b227-5590-444f-a59e-6acbe650096e,670.57,05-01-2024 17:31,debit card,clothing,4,42,Brownhaven,tablet,16.174.250.10,"899 Daniel Street
East Maryport, MH 25954","603 Derek Mews
Garciaside, MA 83676",0,44,17
934,e91c2e5d-b202-4b2f-8114-01d090bcbf8b,04d4b727-4f92-4b8f-98cc-4b6a66b501ee,158.21,28-01-2024 07:24,credit card,health & beauty,1,33,Valerieview,mobile,31.123.24.63,"80414 Jennifer Rapid
West Brandon, MH 65008","80414 Jennifer Rapid
West Brandon, MH 65008",0,133,7
935,286b105f-18e2-4b83-b89f-5d77f6708a03,b962103f-ba35-4f78-8f00-8199c7a71dbf,122.45,12-03-2024 09:53,debit card,toys & games,3,34,New Victoria,mobile,34.146.84.135,"68620 Keith Street
Lake Carlos, FM 80221","68620 Keith Street
Lake Carlos, FM 80221",0,338,9
936,16052f3d-1d38-43f5-873c-a094ce5437d4,08ffcb4a-9b5b-40bd-b274-3cd0730f7ade,79.87,25-01-2024 01:42,PayPal,electronics,5,37,New April,desktop,112.18.65.27,"4590 David Stravenue Suite 476
Mitchellmouth, WA 63302","4590 David Stravenue Suite 476
Mitchellmouth, WA 63302",0,105,1
937,8d1a284c-8e4e-48e2-89be-4da629e444eb,dc3bee4a-ed01-4476-9d6c-bcd7e4f9aadf,76.23,01-01-2024 08:55,credit card,electronics,2,34,Kirkview,mobile,137.247.109.1,"5965 Cole Summit Apt. 841
Deniseville, KY 06197","5965 Cole Summit Apt. 841
Deniseville, KY 06197",0,239,8
938,435e9321-bf2b-4aec-8c16-9b53ae5acdf2,e886d6f9-07d4-4646-8332-b32cad62fa1f,114.82,24-02-2024 12:51,credit card,health & beauty,2,30,Cynthialand,mobile,95.105.8.168,"368 Kevin Stream
Benjaminborough, SD 66004","368 Kevin Stream
Benjaminborough, SD 66004",0,310,12
939,622e2037-a335-4f1d-a65d-9c82462f7ce1,aa83ab36-9dd8-40c8-a25e-4a595adefa5a,67.2,08-03-2024 18:51,credit card,health & beauty,4,28,Port Melinda,tablet,6.237.58.34,"3076 Humphrey Park
Mckenzieberg, SC 17780","3076 Humphrey Park
Mckenzieberg, SC 17780",1,11,0
940,92ec28ce-3f1d-4cba-ba21-91fb763f9d4b,46caed3c-8ef4-41a0-8d55-2e56869e86a7,133.21,03-03-2024 03:59,bank transfer,electronics,5,37,East Emily,desktop,205.212.13.186,"56484 Brittany Ridges Suite 682
North Jonathanview, AR 81919","Unit 3476 Box 1652
DPO AP 71320",0,297,3
941,5722252e-fc30-4707-9af4-5cafa8a5dd93,254243b7-cbf6-4546-945b-6f2858427faa,96.29,11-02-2024 15:19,bank transfer,clothing,1,45,Thomasbury,tablet,159.137.66.88,"94723 Jerry Spur
New Anthonyland, UT 45649","94723 Jerry Spur
New Anthonyland, UT 45649",0,25,15
942,12c116b9-79a3-4c53-8ded-c0d54508539c,77d268ff-e092-4521-ad28-adefd91b93e2,84.18,18-01-2024 09:29,credit card,clothing,4,46,Port Steven,tablet,18.181.159.144,"41688 Rodriguez Greens Apt. 449
Port Joshua, DE 57120","41688 Rodriguez Greens Apt. 449
Port Joshua, DE 57120",0,64,9
943,61195b8a-290f-4809-83a0-609c042da74a,814c5ee0-08d7-4a0a-addd-cdaba18480da,216.38,22-02-2024 09:36,PayPal,toys & games,5,37,Port April,desktop,17.47.3.157,"129 Dalton Orchard Suite 100
Kimchester, VA 26395","129 Dalton Orchard Suite 100
Kimchester, VA 26395",0,281,9
944,fbc6072e-d141-4a46-b5a9-f76879e17368,94af17df-d1f6-4ce5-929d-ff3391463f67,300.01,04-03-2024 13:29,bank transfer,electronics,4,29,New Matthewchester,mobile,129.212.29.171,"83784 Walker Ridges Apt. 616
West Juan, TX 65239","83784 Walker Ridges Apt. 616
West Juan, TX 65239",0,232,13
945,c6dd8d86-5fa8-46b6-9ce9-725474b8168c,ef92368a-7732-4ff6-9055-3a64979e1854,484.54,14-01-2024 23:35,bank transfer,toys & games,3,43,Smithburgh,tablet,100.53.129.138,"2564 Walker Place
Lake Margaret, CA 32359","2564 Walker Place
Lake Margaret, CA 32359",0,102,23
946,7ab75fb0-8206-469b-a52c-be7bbd53def0,72e7ee53-4f93-4452-beb7-d216815b56c8,86.23,23-02-2024 17:38,debit card,electronics,1,18,Harrisburgh,mobile,183.242.93.173,"8351 Jacqueline Key Apt. 906
Thomasland, NC 19252","8351 Jacqueline Key Apt. 906
Thomasland, NC 19252",0,68,17
947,26bfa411-d453-4938-bfcc-f3627ef3ee20,19bdd5a2-6074-4a5e-bcf2-fc03577ccafa,183.63,29-02-2024 01:49,debit card,clothing,1,31,Barbermouth,mobile,15.71.195.196,"428 Jonathan Course Suite 327
West Bryan, AK 76526","428 Jonathan Course Suite 327
West Bryan, AK 76526",0,196,1
948,bfbc6f5c-abd0-4336-b842-d845b69d498b,f2964637-3f81-44d2-9d82-f66cf02498cc,137.69,29-03-2024 09:11,credit card,home & garden,1,35,Lake Daisy,tablet,187.154.170.89,"271 Pamela Crest Suite 596
South Lisa, OH 10862","271 Pamela Crest Suite 596
South Lisa, OH 10862",0,199,9
949,0197e590-2bba-4bd5-bf6a-506506bf4d61,613d661d-b717-4eb1-b2d2-8e981d72a926,264.47,25-03-2024 07:48,PayPal,clothing,3,32,Port Joseph,mobile,79.137.161.204,"74456 Garrett Landing
Port Diana, NM 16451","74456 Garrett Landing
Port Diana, NM 16451",0,344,7
950,2b233036-9333-4f9e-8add-2ad71c1bab5f,a1aeb499-26c4-418c-869d-5b5bb9efaeee,63.74,08-01-2024 14:36,debit card,electronics,4,31,Hartmanview,mobile,168.255.236.146,"Unit 4166 Box 5442
DPO AA 40357","Unit 4166 Box 5442
DPO AA 40357",0,213,14
951,7f018d2d-657a-4072-bf1a-c74b23823f57,73f00019-7d34-455c-9170-b0d4305f5fa4,446.67,09-03-2024 11:53,bank transfer,clothing,2,25,Tracyberg,mobile,120.192.120.201,"953 Carolyn Crest
West Carla, NE 75787","953 Carolyn Crest
West Carla, NE 75787",0,153,11
952,e2e632f0-c599-47b0-8fe7-070eccae9673,7aa9fa32-b7e6-4f65-9d00-a805f850087d,289.78,07-02-2024 17:00,PayPal,home & garden,3,48,South Laurenburgh,tablet,83.52.233.69,"20149 Fields Ville Suite 883
East Jennifermouth, SD 93715","20149 Fields Ville Suite 883
East Jennifermouth, SD 93715",0,28,17
953,095a87a9-3ab4-41f0-9c4a-4ce1a9d3c6cc,0e8af6a3-30dd-4f4e-8d5e-627bbad420e0,142.92,06-03-2024 09:26,bank transfer,toys & games,4,30,Padillaberg,tablet,114.104.133.107,"45312 Edwards Garden
Kennedyhaven, TX 55340","45312 Edwards Garden
Kennedyhaven, TX 55340",0,353,9
